#\tilde{\Omega};Ω̃
\to;→
\le;≤
\ge;≥
\dots;…
\parr;⅋
\colon;:
\vert;|
# --------- brackets --------------
\left \{;{
\right \};}
\big(;(
\big);)
\bigg);)
\bigg);)
\Big(;(
\Big);)
\left(;(
\right);)
\left[;[
\right];]
\bigl \{;{
\bigr \};}
# ---------- functions -------------
\arccos
\arcsin
\arctan
\cos
\cosh
\cot
\coth
\csc
\deg
\det
\dim
\exp
\gcd
\hom
\inf
\ker
\lg
\lim
\liminf
\limsup
\ln
\log
\max
\min
\sec
\sin
\sinh
\sup
\tan
\tanh
\mod
# ---------- special letters -------
\tilde{O};Õ
\tilde{o};õ
\mathcal{i};𝒾;1D4BE
\mathcal{j};𝒿;1D4BF
\mathcal{k};𝓀;1D4C0
\mathcal{l};𝓁;1D4C1
\mathcal{m};𝓂;1D4C2
\mathcal{n};𝓃;1D4C3
\mathcal{p};𝓅;1D4C5
\mathcal{q};𝓆;1D4C6
\mathcal{r};𝓇;1D4C7
\mathcal{s};𝓈;1D4C8
\mathcal{t};𝓉;1D4C9
\mathcal{u};𝓊;1D4CA
\mathcal{v};𝓋;1D4CB
\mathcal{w};𝓌;1D4CC
\mathcal{x};𝓍;1D4CD
\mathcal{y};𝓎;1D4CE
\mathcal{z};𝓏;1D4CF
\mathfrak{A};𝔄;1D504
\mathfrak{B};𝔅;1D505
\mathfrak{D};𝔇;1D507
\mathfrak{E};𝔈;1D508
\mathfrak{F};𝔉;1D509
\mathfrak{G};𝔊;1D50A
\mathfrak{J};𝔍;1D50D
\mathfrak{K};𝔎;1D50E
\mathfrak{L};𝔏;1D50F
\mathfrak{M};𝔐;1D510
\mathfrak{N};𝔑;1D511
\mathfrak{O};𝔒;1D512
\mathfrak{P};𝔓;1D513
\mathfrak{Q};𝔔;1D514
\mathfrak{S};𝔖;1D516
\mathfrak{T};𝔗;1D517
\mathfrak{U};𝔘;1D518
\mathfrak{V};𝔙;1D519
\mathfrak{W};𝔚;1D51A
\mathfrak{X};𝔛;1D51B
\mathfrak{Y};𝔜;1D51C
\mathfrak{a};𝔞;1D51E
\mathfrak{b};𝔟;1D51F
\mathfrak{c};𝔠;1D520
\mathfrak{d};𝔡;1D521
\mathfrak{e};𝔢;1D522
\mathfrak{f};𝔣;1D523
\mathfrak{g};𝔤;1D524
\mathfrak{h};𝔥;1D525
\mathfrak{i};𝔦;1D526
\mathfrak{j};𝔧;1D527
\mathfrak{k};𝔨;1D528
\mathfrak{l};𝔩;1D529
\mathfrak{m};𝔪;1D52A
\mathfrak{n};𝔫;1D52B
\mathfrak{o};𝔬;1D52C
\mathfrak{p};𝔭;1D52D
\mathfrak{q};𝔮;1D52E
\mathfrak{r};𝔯;1D52F
\mathfrak{s};𝔰;1D530
\mathfrak{t};𝔱;1D531
\mathfrak{u};𝔲;1D532
\mathfrak{v};𝔳;1D533
\mathfrak{w};𝔴;1D534
\mathfrak{x};𝔵;1D535
\mathfrak{y};𝔶;1D536
\mathfrak{z};𝔷;1D537
\mathbb{A};𝔸;1D538
\mathbb{B};𝔹;1D539
\mathbb{D};𝔻;1D53B
\mathbb{E};𝔼;1D53C
\mathbb{F};𝔽;1D53D
\mathbb{G};𝔾;1D53E
\mathbb{I};𝕀;1D540
\mathbb{J};𝕁;1D541
\mathbb{K};𝕂;1D542
\mathbb{L};𝕃;1D543
\mathbb{M};𝕄;1D544
\mathbb{O};𝕆;1D546
\mathbb{S};𝕊;1D54A
\mathbb{T};𝕋;1D54B
\mathbb{U};𝕌;1D54C
\mathbb{V};𝕍;1D54D
\mathbb{W};𝕎;1D54E
\mathbb{X};𝕏;1D54F
\mathbb{Y};𝕐;1D550
\mathbb{a};𝕒;1D552
\mathbb{b};𝕓;1D553
\mathbb{c};𝕔;1D554
\mathbb{d};𝕕;1D555
\mathbb{e};𝕖;1D556
\mathbb{f};𝕗;1D557
\mathbb{g};𝕘;1D558
\mathbb{h};𝕙;1D559
\mathbb{i};𝕚;1D55A
\mathbb{j};𝕛;1D55B
\mathbb{k};𝕜;1D55C
\mathbb{l};𝕝;1D55D
\mathbb{m};𝕞;1D55E
\mathbb{n};𝕟;1D55F
\mathbb{o};𝕠;1D560
\mathbb{p};𝕡;1D561
\mathbb{q};𝕢;1D562
\mathbb{r};𝕣;1D563
\mathbb{s};𝕤;1D564
\mathbb{t};𝕥;1D565
\mathbb{u};𝕦;1D566
\mathbb{v};𝕧;1D567
\mathbb{w};𝕨;1D568
\mathbb{x};𝕩;1D569
\mathbb{y};𝕪;1D56A
\mathbb{z};𝕫;1D56B
\mathsf{A};𝖠;1D5A0
\mathsf{B};𝖡;1D5A1
\mathsf{C};𝖢;1D5A2
\mathsf{D};𝖣;1D5A3
\mathsf{E};𝖤;1D5A4
\mathsf{F};𝖥;1D5A5
\mathsf{G};𝖦;1D5A6
\mathsf{H};𝖧;1D5A7
\mathsf{I};𝖨;1D5A8
\mathsf{J};𝖩;1D5A9
\mathsf{K};𝖪;1D5AA
\mathsf{L};𝖫;1D5AB
\mathsf{M};𝖬;1D5AC
\mathsf{N};𝖭;1D5AD
\mathsf{O};𝖮;1D5AE
\mathsf{P};𝖯;1D5AF
\mathsf{Q};𝖰;1D5B0
\mathsf{R};𝖱;1D5B1
\mathsf{S};𝖲;1D5B2
\mathsf{T};𝖳;1D5B3
\mathsf{U};𝖴;1D5B4
\mathsf{V};𝖵;1D5B5
\mathsf{W};𝖶;1D5B6
\mathsf{X};𝖷;1D5B7
\mathsf{Y};𝖸;1D5B8
\mathsf{Z};𝖹;1D5B9
\mathsf{a};𝖺;1D5BA
\mathsf{b};𝖻;1D5BB
\mathsf{c};𝖼;1D5BC
\mathsf{d};𝖽;1D5BD
\mathsf{e};𝖾;1D5BE
\mathsf{f};𝖿;1D5BF
\mathsf{g};𝗀;1D5C0
\mathsf{h};𝗁;1D5C1
\mathsf{i};𝗂;1D5C2
\mathsf{j};𝗃;1D5C3
\mathsf{k};𝗄;1D5C4
\mathsf{l};𝗅;1D5C5
\mathsf{m};𝗆;1D5C6
\mathsf{n};𝗇;1D5C7
\mathsf{o};𝗈;1D5C8
\mathsf{p};𝗉;1D5C9
\mathsf{q};𝗊;1D5CA
\mathsf{r};𝗋;1D5CB
\mathsf{s};𝗌;1D5CC
\mathsf{t};𝗍;1D5CD
\mathsf{u};𝗎;1D5CE
\mathsf{v};𝗏;1D5CF
\mathsf{w};𝗐;1D5D0
\mathsf{x};𝗑;1D5D1
\mathsf{y};𝗒;1D5D2
\mathsf{z};𝗓;1D5D3
\mathsfbf{A};𝗔;1D5D4
\mathsfbf{B};𝗕;1D5D5
\mathsfbf{C};𝗖;1D5D6
\mathsfbf{D};𝗗;1D5D7
\mathsfbf{E};𝗘;1D5D8
\mathsfbf{F};𝗙;1D5D9
\mathsfbf{G};𝗚;1D5DA
\mathsfbf{H};𝗛;1D5DB
\mathsfbf{I};𝗜;1D5DC
\mathsfbf{J};𝗝;1D5DD
\mathsfbf{K};𝗞;1D5DE
\mathsfbf{L};𝗟;1D5DF
\mathsfbf{M};𝗠;1D5E0
\mathsfbf{N};𝗡;1D5E1
\mathsfbf{O};𝗢;1D5E2
\mathsfbf{P};𝗣;1D5E3
\mathsfbf{Q};𝗤;1D5E4
\mathsfbf{R};𝗥;1D5E5
\mathsfbf{S};𝗦;1D5E6
\mathsfbf{T};𝗧;1D5E7
\mathsfbf{U};𝗨;1D5E8
\mathsfbf{V};𝗩;1D5E9
\mathsfbf{W};𝗪;1D5EA
\mathsfbf{X};𝗫;1D5EB
\mathsfbf{Y};𝗬;1D5EC
\mathsfbf{Z};𝗭;1D5ED
\mathsfbf{a};𝗮;1D5EE
\mathsfbf{b};𝗯;1D5EF
\mathsfbf{c};𝗰;1D5F0
\mathsfbf{d};𝗱;1D5F1
\mathsfbf{e};𝗲;1D5F2
\mathsfbf{f};𝗳;1D5F3
\mathsfbf{g};𝗴;1D5F4
\mathsfbf{h};𝗵;1D5F5
\mathsfbf{i};𝗶;1D5F6
\mathsfbf{j};𝗷;1D5F7
\mathsfbf{k};𝗸;1D5F8
\mathsfbf{l};𝗹;1D5F9
\mathsfbf{m};𝗺;1D5FA
\mathsfbf{n};𝗻;1D5FB
\mathsfbf{o};𝗼;1D5FC
\mathsfbf{p};𝗽;1D5FD
\mathsfbf{q};𝗾;1D5FE
\mathsfbf{r};𝗿;1D5FF
\mathsfbf{s};𝘀;1D600
\mathsfbf{t};𝘁;1D601
\mathsfbf{u};𝘂;1D602
\mathsfbf{v};𝘃;1D603
\mathsfbf{w};𝘄;1D604
\mathsfbf{x};𝘅;1D605
\mathsfbf{y};𝘆;1D606
\mathsfbf{z};𝘇;1D607
\mathsfit{A};𝘈;1D608
\mathsfit{B};𝘉;1D609
\mathsfit{C};𝘊;1D60A
\mathsfit{D};𝘋;1D60B
\mathsfit{E};𝘌;1D60C
\mathsfit{F};𝘍;1D60D
\mathsfit{G};𝘎;1D60E
\mathsfit{H};𝘏;1D60F
\mathsfit{I};𝘐;1D610
\mathsfit{J};𝘑;1D611
\mathsfit{K};𝘒;1D612
\mathsfit{L};𝘓;1D613
\mathsfit{M};𝘔;1D614
\mathsfit{N};𝘕;1D615
\mathsfit{O};𝘖;1D616
\mathsfit{P};𝘗;1D617
\mathsfit{Q};𝘘;1D618
\mathsfit{R};𝘙;1D619
\mathsfit{S};𝘚;1D61A
\mathsfit{T};𝘛;1D61B
\mathsfit{U};𝘜;1D61C
\mathsfit{V};𝘝;1D61D
\mathsfit{W};𝘞;1D61E
\mathsfit{X};𝘟;1D61F
\mathsfit{Y};𝘠;1D620
\mathsfit{Z};𝘡;1D621
\mathsfit{a};𝘢;1D622
\mathsfit{b};𝘣;1D623
\mathsfit{c};𝘤;1D624
\mathsfit{d};𝘥;1D625
\mathsfit{e};𝘦;1D626
\mathsfit{f};𝘧;1D627
\mathsfit{g};𝘨;1D628
\mathsfit{h};𝘩;1D629
\mathsfit{i};𝘪;1D62A
\mathsfit{j};𝘫;1D62B
\mathsfit{k};𝘬;1D62C
\mathsfit{l};𝘭;1D62D
\mathsfit{m};𝘮;1D62E
\mathsfit{n};𝘯;1D62F
\mathsfit{o};𝘰;1D630
\mathsfit{p};𝘱;1D631
\mathsfit{q};𝘲;1D632
\mathsfit{r};𝘳;1D633
\mathsfit{s};𝘴;1D634
\mathsfit{t};𝘵;1D635
\mathsfit{u};𝘶;1D636
\mathsfit{v};𝘷;1D637
\mathsfit{w};𝘸;1D638
\mathsfit{x};𝘹;1D639
\mathsfit{y};𝘺;1D63A
\mathsfit{z};𝘻;1D63B
\mathsfbfit{A};𝘼;1D63C
\mathsfbfit{B};𝘽;1D63D
\mathsfbfit{C};𝘾;1D63E
\mathsfbfit{D};𝘿;1D63F
\mathsfbfit{E};𝙀;1D640
\mathsfbfit{F};𝙁;1D641
\mathsfbfit{G};𝙂;1D642
\mathsfbfit{H};𝙃;1D643
\mathsfbfit{I};𝙄;1D644
\mathsfbfit{J};𝙅;1D645
\mathsfbfit{K};𝙆;1D646
\mathsfbfit{L};𝙇;1D647
\mathsfbfit{M};𝙈;1D648
\mathsfbfit{N};𝙉;1D649
\mathsfbfit{O};𝙊;1D64A
\mathsfbfit{P};𝙋;1D64B
\mathsfbfit{Q};𝙌;1D64C
\mathsfbfit{R};𝙍;1D64D
\mathsfbfit{S};𝙎;1D64E
\mathsfbfit{T};𝙏;1D64F
\mathsfbfit{U};𝙐;1D650
\mathsfbfit{V};𝙑;1D651
\mathsfbfit{W};𝙒;1D652
\mathsfbfit{X};𝙓;1D653
\mathsfbfit{Y};𝙔;1D654
\mathsfbfit{Z};𝙕;1D655
\mathsfbfit{a};𝙖;1D656
\mathsfbfit{b};𝙗;1D657
\mathsfbfit{c};𝙘;1D658
\mathsfbfit{d};𝙙;1D659
\mathsfbfit{e};𝙚;1D65A
\mathsfbfit{f};𝙛;1D65B
\mathsfbfit{g};𝙜;1D65C
\mathsfbfit{h};𝙝;1D65D
\mathsfbfit{i};𝙞;1D65E
\mathsfbfit{j};𝙟;1D65F
\mathsfbfit{k};𝙠;1D660
\mathsfbfit{l};𝙡;1D661
\mathsfbfit{m};𝙢;1D662
\mathsfbfit{n};𝙣;1D663
\mathsfbfit{o};𝙤;1D664
\mathsfbfit{p};𝙥;1D665
\mathsfbfit{q};𝙦;1D666
\mathsfbfit{r};𝙧;1D667
\mathsfbfit{s};𝙨;1D668
\mathsfbfit{t};𝙩;1D669
\mathsfbfit{u};𝙪;1D66A
\mathsfbfit{v};𝙫;1D66B
\mathsfbfit{w};𝙬;1D66C
\mathsfbfit{x};𝙭;1D66D
\mathsfbfit{y};𝙮;1D66E
\mathsfbfit{z};𝙯;1D66F
\mathtt{A};𝙰;1D670
\mathtt{B};𝙱;1D671
\mathtt{C};𝙲;1D672
\mathtt{D};𝙳;1D673
\mathtt{E};𝙴;1D674
\mathtt{F};𝙵;1D675
\mathtt{G};𝙶;1D676
\mathtt{H};𝙷;1D677
\mathtt{I};𝙸;1D678
\mathtt{J};𝙹;1D679
\mathtt{K};𝙺;1D67A
\mathtt{L};𝙻;1D67B
\mathtt{M};𝙼;1D67C
\mathtt{N};𝙽;1D67D
\mathtt{O};𝙾;1D67E
\mathtt{P};𝙿;1D67F
\mathtt{Q};𝚀;1D680
\mathtt{R};𝚁;1D681
\mathtt{S};𝚂;1D682
\mathtt{T};𝚃;1D683
\mathtt{U};𝚄;1D684
\mathtt{V};𝚅;1D685
\mathtt{W};𝚆;1D686
\mathtt{X};𝚇;1D687
\mathtt{Y};𝚈;1D688
\mathtt{Z};𝚉;1D689
\mathtt{a};𝚊;1D68A
\mathtt{b};𝚋;1D68B
\mathtt{c};𝚌;1D68C
\mathtt{d};𝚍;1D68D
\mathtt{e};𝚎;1D68E
\mathtt{f};𝚏;1D68F
\mathtt{g};𝚐;1D690
\mathtt{h};𝚑;1D691
\mathtt{i};𝚒;1D692
\mathtt{j};𝚓;1D693
\mathtt{k};𝚔;1D694
\mathtt{l};𝚕;1D695
\mathtt{m};𝚖;1D696
\mathtt{n};𝚗;1D697
\mathtt{o};𝚘;1D698
\mathtt{p};𝚙;1D699
\mathtt{q};𝚚;1D69A
\mathtt{r};𝚛;1D69B
\mathtt{s};𝚜;1D69C
\mathtt{t};𝚝;1D69D
\mathtt{u};𝚞;1D69E
\mathtt{v};𝚟;1D69F
\mathtt{w};𝚠;1D6A0
\mathtt{x};𝚡;1D6A1
\mathtt{y};𝚢;1D6A2
\mathtt{z};𝚣;1D6A3
\imath;𝚤;1D6A4
\jmath;𝚥;1D6A5
\mathbf{Gamma};𝚪;1D6AA
\mathbf{Delta};𝚫;1D6AB
\mathbf{Theta};𝚯;1D6AF
\mathbf{Lambda};𝚲;1D6B2
\mathbf{Xi};𝚵;1D6B5
\mathbf{Pi};𝚷;1D6B7
\mathbf{Sigma};𝚺;1D6BA
\mathbf{Upsilon};𝚼;1D6BC
\mathbf{Phi};𝚽;1D6BD
\mathbf{Psi};𝚿;1D6BF
\mathbf{Omega};𝛀;1D6C0
\mathbf{alpha};𝛂;1D6C2
\mathbf{beta};𝛃;1D6C3
\mathbf{gamma};𝛄;1D6C4
\mathbf{delta};𝛅;1D6C5
\mathbf{varepsilon};𝛆;1D6C6
\mathbf{zeta};𝛇;1D6C7
\mathbf{eta};𝛈;1D6C8
\mathbf{theta};𝛉;1D6C9
\mathbf{iota};𝛊;1D6CA
\mathbf{kappa};𝛋;1D6CB
\mathbf{lambda};𝛌;1D6CC
\mathbf{mu};𝛍;1D6CD
\mathbf{nu};𝛎;1D6CE
\mathbf{xi};𝛏;1D6CF
\mathbf{pi};𝛑;1D6D1
\mathbf{rho};𝛒;1D6D2
\mathbf{varsigma};𝛓;1D6D3
\mathbf{sigma};𝛔;1D6D4
\mathbf{tau};𝛕;1D6D5
\mathbf{upsilon};𝛖;1D6D6
\mathbf{varphi};𝛗;1D6D7
\mathbf{chi};𝛘;1D6D8
\mathbf{psi};𝛙;1D6D9
\mathbf{omega};𝛚;1D6DA
\mathbf{epsilon};𝛜;1D6DC
\mathbf{vartheta};𝛝;1D6DD
\mathbf{phi};𝛟;1D6DF
\mathbf{varrho};𝛠;1D6E0
\mathbf{varpi};𝛡;1D6E1
\Gamma;𝛤;1D6E4
\Delta;𝛥;1D6E5
\Theta;𝛩;1D6E9
\Lambda;𝛬;1D6EC
\Xi;𝛯;1D6EF
\Pi;𝛱;1D6F1
\Sigma;𝛴;1D6F4
\Upsilon;𝛶;1D6F6
\Phi;𝛷;1D6F7
\Psi;𝛹;1D6F9
\Omega;𝛺;1D6FA
\alpha;𝛼;1D6FC
\beta;𝛽;1D6FD
\gamma;𝛾;1D6FE
\delta;𝛿;1D6FF
\varepsilon;𝜀;1D700
\zeta;𝜁;1D701
\eta;𝜂;1D702
\theta;𝜃;1D703
\iota;𝜄;1D704
\kappa;𝜅;1D705
\lambda;𝜆;1D706
\mu;𝜇;1D707
\nu;𝜈;1D708
\xi;𝜉;1D709
\pi;𝜋;1D70B
\rho;𝜌;1D70C
\varsigma;𝜍;1D70D
\sigma;𝜎;1D70E
\tau;𝜏;1D70F
\upsilon;𝜐;1D710
\varphi;𝜑;1D711
\chi;𝜒;1D712
\psi;𝜓;1D713
\omega;𝜔;1D714
\partial;𝜕;1D715
\epsilon;𝜖;1D716
\vartheta;𝜗;1D717
\varkappa;𝜘;1D718
\phi;𝜙;1D719
\varrho;𝜚;1D71A
\varpi;𝜛;1D71B
\mathbfit{Gamma};𝜞;1D71E
\mathbfit{Delta};𝜟;1D71F
\mathbfit{Theta};𝜣;1D723
\mathbfit{Lambda};𝜦;1D726
\mathbfit{Xi};𝜩;1D729
\mathbfit{Pi};𝜫;1D72B
\mathbfit{Sigma};𝜮;1D72E
\mathbfit{Upsilon};𝜰;1D730
\mathbfit{Phi};𝜱;1D731
\mathbfit{Psi};𝜳;1D733
\mathbfit{Omega};𝜴;1D734
\mathbfit{alpha};𝜶;1D736
\mathbfit{beta};𝜷;1D737
\mathbfit{gamma};𝜸;1D738
\mathbfit{delta};𝜹;1D739
\mathbfit{varepsilon};𝜺;1D73A
\mathbfit{zeta};𝜻;1D73B
\mathbfit{eta};𝜼;1D73C
\mathbfit{theta};𝜽;1D73D
\mathbfit{iota};𝜾;1D73E
\mathbfit{kappa};𝜿;1D73F
\mathbfit{lambda};𝝀;1D740
\mathbfit{mu};𝝁;1D741
\mathbfit{nu};𝝂;1D742
\mathbfit{xi};𝝃;1D743
\mathbfit{pi};𝝅;1D745
\mathbfit{rho};𝝆;1D746
\mathbfit{varsigma};𝝇;1D747
\mathbfit{sigma};𝝈;1D748
\mathbfit{tau};𝝉;1D749
\mathbfit{upsilon};𝝊;1D74A
\mathbfit{varphi};𝝋;1D74B
\mathbfit{chi};𝝌;1D74C
\mathbfit{psi};𝝍;1D74D
\mathbfit{omega};𝝎;1D74E
\mathbfit{epsilon};𝝐;1D750
\mathbfit{vartheta};𝝑;1D751
\mathbfit{phi};𝝓;1D753
\mathbfit{varrho};𝝔;1D754
\mathbfit{varpi};𝝕;1D755
\mathsfbf{Gamma};𝝘;1D758
\mathsfbf{Delta};𝝙;1D759
\mathsfbf{Theta};𝝝;1D75D
\mathsfbf{Lambda};𝝠;1D760
\mathsfbf{Xi};𝝣;1D763
\mathsfbf{Pi};𝝥;1D765
\mathsfbf{Sigma};𝝨;1D768
\mathsfbf{Upsilon};𝝪;1D76A
\mathsfbf{Phi};𝝫;1D76B
\mathsfbf{Psi};𝝭;1D76D
\mathsfbf{Omega};𝝮;1D76E
\mathsfbf{alpha};𝝰;1D770
\mathsfbf{beta};𝝱;1D771
\mathsfbf{gamma};𝝲;1D772
\mathsfbf{delta};𝝳;1D773
\mathsfbf{varepsilon};𝝴;1D774
\mathsfbf{zeta};𝝵;1D775
\mathsfbf{eta};𝝶;1D776
\mathsfbf{theta};𝝷;1D777
\mathsfbf{iota};𝝸;1D778
\mathsfbf{kappa};𝝹;1D779
\mathsfbf{lambda};𝝺;1D77A
\mathsfbf{mu};𝝻;1D77B
\mathsfbf{nu};𝝼;1D77C
\mathsfbf{xi};𝝽;1D77D
\mathsfbf{pi};𝝿;1D77F
\mathsfbf{rho};𝞀;1D780
\mathsfbf{varsigma};𝞁;1D781
\mathsfbf{sigma};𝞂;1D782
\mathsfbf{tau};𝞃;1D783
\mathsfbf{upsilon};𝞄;1D784
\mathsfbf{varphi};𝞅;1D785
\mathsfbf{chi};𝞆;1D786
\mathsfbf{psi};𝞇;1D787
\mathsfbf{omega};𝞈;1D788
\mathsfbf{epsilon};𝞊;1D78A
\mathsfbf{vartheta};𝞋;1D78B
\mathsfbf{phi};𝞍;1D78D
\mathsfbf{varrho};𝞎;1D78E
\mathsfbf{varpi};𝞏;1D78F
\mathsfbfit{Gamma};𝞒;1D792
\mathsfbfit{Delta};𝞓;1D793
\mathsfbfit{Theta};𝞗;1D797
\mathsfbfit{Lambda};𝞚;1D79A
\mathsfbfit{Xi};𝞝;1D79D
\mathsfbfit{Pi};𝞟;1D79F
\mathsfbfit{Sigma};𝞢;1D7A2
\mathsfbfit{Upsilon};𝞤;1D7A4
\mathsfbfit{Phi};𝞥;1D7A5
\mathsfbfit{Psi};𝞧;1D7A7
\mathsfbfit{Omega};𝞨;1D7A8
\mathsfbfit{alpha};𝞪;1D7AA
\mathsfbfit{beta};𝞫;1D7AB
\mathsfbfit{gamma};𝞬;1D7AC
\mathsfbfit{delta};𝞭;1D7AD
\mathsfbfit{varepsilon};𝞮;1D7AE
\mathsfbfit{zeta};𝞯;1D7AF
\mathsfbfit{eta};𝞰;1D7B0
\mathsfbfit{theta};𝞱;1D7B1
\mathsfbfit{iota};𝞲;1D7B2
\mathsfbfit{kappa};𝞳;1D7B3
\mathsfbfit{lambda};𝞴;1D7B4
\mathsfbfit{mu};𝞵;1D7B5
\mathsfbfit{nu};𝞶;1D7B6
\mathsfbfit{xi};𝞷;1D7B7
\mathsfbfit{pi};𝞹;1D7B9
\mathsfbfit{rho};𝞺;1D7BA
\mathsfbfit{varsigma};𝞻;1D7BB
\mathsfbfit{sigma};𝞼;1D7BC
\mathsfbfit{tau};𝞽;1D7BD
\mathsfbfit{upsilon};𝞾;1D7BE
\mathsfbfit{varphi};𝞿;1D7BF
\mathsfbfit{chi};𝟀;1D7C0
\mathsfbfit{psi};𝟁;1D7C1
\mathsfbfit{omega};𝟂;1D7C2
\mathsfbfit{epsilon};𝟄;1D7C4
\mathsfbfit{vartheta};𝟅;1D7C5
\mathsfbfit{phi};𝟇;1D7C7
\mathsfbfit{varrho};𝟈;1D7C8
\mathsfbfit{varpi};𝟉;1D7C9
\mathbf{0};𝟎;1D7CE
\mathbf{1};𝟏;1D7CF
\mathbf{2};𝟐;1D7D0
\mathbf{3};𝟑;1D7D1
\mathbf{4};𝟒;1D7D2
\mathbf{5};𝟓;1D7D3
\mathbf{6};𝟔;1D7D4
\mathbf{7};𝟕;1D7D5
\mathbf{8};𝟖;1D7D6
\mathbf{9};𝟗;1D7D7
\mathbb{0};𝟘;1D7D8
\mathbb{1};𝟙;1D7D9
\mathbb{2};𝟚;1D7DA
\mathbb{3};𝟛;1D7DB
\mathbb{4};𝟜;1D7DC
\mathbb{5};𝟝;1D7DD
\mathbb{6};𝟞;1D7DE
\mathbb{7};𝟟;1D7DF
\mathbb{8};𝟠;1D7E0
\mathbb{9};𝟡;1D7E1
\mathsf{0};𝟢;1D7E2
\mathsf{1};𝟣;1D7E3
\mathsf{2};𝟤;1D7E4
\mathsf{3};𝟥;1D7E5
\mathsf{4};𝟦;1D7E6
\mathsf{5};𝟧;1D7E7
\mathsf{6};𝟨;1D7E8
\mathsf{7};𝟩;1D7E9
\mathsf{8};𝟪;1D7EA
\mathsf{9};𝟫;1D7EB
\mathsfbf{0};𝟬;1D7EC
\mathsfbf{1};𝟭;1D7ED
\mathsfbf{2};𝟮;1D7EE
\mathsfbf{3};𝟯;1D7EF
\mathsfbf{4};𝟰;1D7F0
\mathsfbf{5};𝟱;1D7F1
\mathsfbf{6};𝟲;1D7F2
\mathsfbf{7};𝟳;1D7F3
\mathsfbf{8};𝟴;1D7F4
\mathsfbf{9};𝟵;1D7F5
\mathtt{0};𝟶;1D7F6
\mathtt{1};𝟷;1D7F7
\mathtt{2};𝟸;1D7F8
\mathtt{3};𝟹;1D7F9
\mathtt{4};𝟺;1D7FA
\mathtt{5};𝟻;1D7FB
\mathtt{6};𝟼;1D7FC
\mathtt{7};𝟽;1D7FD
\mathtt{8};𝟾;1D7FE
\mathtt{9};𝟿;1D7FF
